comarca,serventia,codigo_serventia,colunas_nao_correspondentes
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DR. DESCLIEUX FERREIRA DA SILVA JUNIOR,88706,codigo_serventia
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DR. DIORAN JACOBINA RODRIGUES,88707,codigo_serventia
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DR. GILMAR LUIZ COELHO,88708,codigo_serventia
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DR. GUSTAVO DALUL FARIA,88709,codigo_serventia
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DR. HAMILTON GOMES CARNEIRO,88710,codigo_serventia
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DRA. IARA MARCIA FRANZONI DE LIMA COSTA,88711,codigo_serventia
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DRA. LILIANA BITTENCOURT,88712,codigo_serventia
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DRA. MARIA ANTONIA DE FARIA,88713,codigo_serventia
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DRA. MARIA CRISTINA COSTA MORGADO,88714,codigo_serventia
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DR. PERICLES DI MONTEZUMA CASTRO MOURA,88716,codigo_serventia
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DR. RICARDO LUIZ NICOLI,88717,codigo_serventia
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DR. RICARDO PRATA,88718,codigo_serventia
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DR. RICARDO SILVEIRA DOURADO,88719,codigo_serventia
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DR. RICARDO TEIXEIRA LEMOS,88720,codigo_serventia
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DR. ROGERIO CARVALHO PINHEIRO,88722,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DR. SEBASTIAO JOSE DE ASSIS NETO,88723,codigo_serventia
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DRA. STEFANE FIUZA CANCADO MACHADO,88724,codigo_serventia
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DRA. TELMA APARECIDA ALVES,88725,codigo_serventia
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DRA. VIVIANE SILVA DE MOARES AZEVEDO,88726,codigo_serventia
GOIANIA,GABINETE DES. FERNANDO RIBEIRO MONTEFUSCO,88733,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS DAS GARANTIAS,88761,codigo_serventia
GOIANIA,UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DOS JUIZADOS DE VIOLENCIA DOMESTICA E FAMILIAR CONTRA A MULHER,88762,codigo_serventia
GOIANIA,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA - CEJUSC FUNDIARIO,88939,codigo_serventia
GOIANIA,CAMARA PRIVADA DE CONCILIACAO E MEDIACAO,89150,codigo_serventia
APARECIDA DE GOIANIA,"UPJ JUIZADOS ESPECIAIS CIVEIS 1o, 2o E 3o",89641,codigo_serventia
GOIANIA,CENTRAL DE CUMPRIMENTO DE SENTENCA CIVEL,89658,codigo_serventia
GOIANIA,1a SECAO CRIMINAL,89661,codigo_serventia
GOIANIA,2a SECAO CRIMINAL,89662,codigo_serventia
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DRA. SANDRA REGINA TEIXEIRA CAMPOS,89663,codigo_serventia
GOIANIA,NUCLEO DE APOIO TECNICO DO JUDICIARIO (NAT-JUS),89664,codigo_serventia
GOIANIA,GABINETE DES. OSCAR SA NETO,89736,serventia (diferente para mesmo codigo)
GOIANIA,GABINETE DE PRECATORIO DA PRESIDENCIA,89878,codigo_serventia
GOIANIA,DEPARTAMENTO DE PRECATORIOS,89879,codigo_serventia
GOIANIA,NUCLEO DE JUSTICA 4.0 EM SEGUNDO GRAU - EXECUTIVO FISCAL MUNICIPAL,90404,CHAVE COMPLETA NAO ENCONTRADA
VALPARAISO DE GOIAS,1a UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS DE FAMILIA E SUCESSOES,90429,codigo_serventia
VALPARAISO DE GOIAS,1a UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS CIVEIS,90449,codigo_serventia
VALPARAISO DE GOIAS,"1a UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS DE FAZENDAS PUBLICAS, REGISTROS PUBLICOS E AMBIENTAL E JUIZADOS DAS FAZENDAS PUBLICAS",90450,codigo_serventia
GOIANIA,CORREGEDORIA-GERAL DA JUSTICA,90475,codigo_serventia
RIO VERDE,UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS CRIMINAIS,90496,codigo_serventia
GOIANIA,GAB. DR. ANTONIO CEZAR PEREIRA MENESES - NUCLEO 4.0 - 2o GRAU - EXEC. FISCAL MUNICIPAL,90497,codigo_serventia
GOIANIA,GAB. DR. RICARDO PRATA - NUCLEO 4.0 - 2o GRAU - EXEC. FISCAL MUNICIPAL,90498,codigo_serventia
GOIANIA,GAB. DRa VIVIANE SILVA DE MORAES AZEVEDO - NUCLEO 4.0 - 2o GRAU - EXEC. FISCAL MUNICIPAL,90499,codigo_serventia
GOIANIA,GAB. DR. PERICLES DI MONTEZUMA - NUCLEO 4.0 - 2o GRAU - EXEC. FISCAL MUNICIPAL,90500,codigo_serventia
GOIANIA,UJS DAS VARAS DA FAZENDA PUBLICA MUNICIPAL E ESTADUAL - EXECUCAO FISCAL 1a E 5a,90575,codigo_serventia
GOIANIA,UJS DAS VARAS DA FAZENDA PUBLICA MUNICIPAL E ESTADUAL - EXECUCAO FISCAL 3a,90576,codigo_serventia
TRINDADE,UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS CRIMINAIS,90577,codigo_serventia
GOIANIA,OUVIDORIA DO PODER JUDICIARIO,90595,codigo_serventia
GOIANIA,CORREGEDORIA DO FORO EXTRAJUDICIAL,90596,codigo_serventia
GOIANIA,2a VICE-PRESIDENCIA DO TRIBUNAL DE JUSTICA,90597,codigo_serventia
GOIANIA,GABINETE DESA. ZILMENE GOMIDE DA SILVA,90607,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,DEPOSITO PUBLICO - GOIANIA,90609,codigo_serventia
GOIANIA,CENTRAL DE MANDADOS ESTADUAL,91092,codigo_serventia
GOIANIA,DIRETORIA JUDICIARIA,91093,codigo_serventia
GOIANIA,DIRETORIA DE GESTAO DE PESSOAS,91291,codigo_serventia
GOIANIA,GABINETE DESA. ROBERTA NASSER LEONE,91364,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. MURILO VIEIRA DE FARIA,91365,CHAVE COMPLETA NAO ENCONTRADA
